"Monthly Average of Temperature, lat=22.3036, lon=114.1719 [HKO_AWS]",,,,,
Station: HKO_AWS,,,,,
Time Period (UTC+0): 20130101-20151231,,,,,
Time,Height,Degree Celsius,Source,Status,Method ID
15/1/2013 0:00,74,16.7664,A_HKOAWS2,0,0
15/1/2013 0:00,74,16.7722,A_HKOWEB,0,0
15/2/2013 0:00,74,19.0768,A_HKOAWS2,0,0
15/2/2013 0:00,74,19.0677,A_HKOWEB,0,0
15/3/2013 0:00,74,20.5355,A_HKOAWS2,0,0
15/3/2013 0:00,74,20.5519,A_HKOWEB,0,0
15/4/2013 0:00,74,21.5708,A_HKOAWS2,0,0
15/4/2013 0:00,74,21.5544,A_HKOWEB,0,0
15/5/2013 0:00,74,25.7841,A_HKOAWS2,0,0
15/5/2013 0:00,74,25.7992,A_HKOWEB,0,0
15/6/2013 0:00,74,28.1694,A_HKOAWS2,0,0
15/6/2013 0:00,74,28.1647,A_HKOWEB,0,0
15/7/2013 0:00,74,27.9622,A_HKOAWS2,0,0
15/7/2013 0:00,74,27.965,A_HKOWEB,0,0
15/8/2013 0:00,74,28.5922,A_HKOAWS2,0,0
15/8/2013 0:00,74,28.5931,A_HKOWEB,0,0
15/9/2013 0:00,74,27.5312,A_HKOAWS2,0,0
15/9/2013 0:00,74,27.5322,A_HKOWEB,0,0
15/10/2013 0:00,74,25.6354,A_HKOAWS2,0,0
15/10/2013 0:00,74,25.627,A_HKOWEB,0,0
15/11/2013 0:00,74,21.6155,A_HKOAWS2,0,0
15/11/2013 0:00,74,21.6113,A_HKOWEB,0,0
15/12/2013 0:00,74,16.0909,A_HKOAWS2,0,0
15/12/2013 0:00,74,16.0747,A_HKOWEB,0,0
15/1/2014 0:00,74,16.3808,A_HKOAWS2,0,0
15/1/2014 0:00,74,16.3111,A_HKOWEB,0,0
15/2/2014 0:00,74,15.4776,A_HKOAWS2,0,0
15/2/2014 0:00,74,15.4681,A_HKOWEB,0,0
15/3/2014 0:00,74,18.6977,A_HKOAWS2,0,0
15/3/2014 0:00,74,18.6905,A_HKOWEB,0,0
15/4/2014 0:00,74,22.5975,A_HKOAWS2,0,0
15/4/2014 0:00,74,22.5884,A_HKOWEB,0,0
15/5/2014 0:00,74,26.4469,A_HKOAWS2,0,0
15/5/2014 0:00,74,26.4593,A_HKOWEB,0,0
15/6/2014 0:00,74,29.009,A_HKOAWS2,0,0
15/6/2014 0:00,74,29.0073,A_HKOWEB,0,0
15/7/2014 0:00,74,29.7999,A_HKOAWS2,0,0
15/7/2014 0:00,74,29.7942,A_HKOWEB,0,0
15/8/2014 0:00,74,29.0065,A_HKOAWS2,0,0
15/8/2014 0:00,74,28.9283,A_HKOWEB,0,0
15/9/2014 0:00,74,28.979,A_HKOAWS2,0,0
15/9/2014 0:00,74,28.9819,A_HKOWEB,0,0
15/10/2014 0:00,74,26.2317,A_HKOAWS2,0,0
15/10/2014 0:00,74,26.2328,A_HKOWEB,0,0
15/11/2014 0:00,74,22.6235,A_HKOAWS2,0,0
15/11/2014 0:00,74,22.6347,A_HKOWEB,0,0
15/12/2014 0:00,74,16.2916,A_HKOWEB,0,0
15/1/2015 0:00,74,16.4688,A_HKOWEB,0,0
15/2/2015 0:00,74,17.5221,A_HKOWEB,0,0
15/3/2015 0:00,74,19.9163,A_HKOWEB,0,0
15/4/2015 0:00,74,23.6324,A_HKOWEB,0,0
15/5/2015 0:00,74,27.4359,A_HKOAWS2,0,0
15/5/2015 0:00,74,27.4962,A_HKOWEB,0,0
15/6/2015 0:00,74,29.6965,A_HKOAWS2,0,0
15/6/2015 0:00,74,29.6735,A_HKOWEB,0,0
15/7/2015 0:00,74,29.1618,A_HKOAWS2,0,0
15/7/2015 0:00,74,29.1325,A_HKOWEB,0,0
15/8/2015 0:00,74,29.3649,A_HKOAWS2,0,0
15/8/2015 0:00,74,29.3065,A_HKOWEB,0,0
15/9/2015 0:00,74,28.4419,A_HKOAWS2,0,0
15/9/2015 0:00,74,28.4106,A_HKOWEB,0,0
15/10/2015 0:00,74,25.9511,A_HKOAWS2,0,0
15/10/2015 0:00,74,25.972,A_HKOWEB,0,0
15/11/2015 0:00,74,23.9064,A_HKOAWS2,0,0
15/11/2015 0:00,74,24.0189,A_HKOWEB,0,0
15/12/2015 0:00,74,18.5507,A_HKOAWS2,0,0
15/12/2015 0:00,74,18.543,A_HKOWEB,0,0
