"Daily Average of Temperature, lat=22.3036, lon=114.1719 [HKO_AWS]"
"Station: HKO_AWS"
"Time Period (UTC+0): 20121101-20151031"
"Time","Height","Degree Celsius","Source","Status","Method ID"
2012/11/01 00:00:00,74.0000,21.8208,"A_HKOAWS2",0,0
2012/11/01 00:00:00,74.0000,21.8208,"A_HKOWEB",0,0
2012/11/02 00:00:00,74.0000,23.0435,"A_HKOAWS2",0,0
2012/11/02 00:00:00,74.0000,23.1208,"A_HKOWEB",0,0
2012/11/03 00:00:00,74.0000,23.4083,"A_HKOAWS2",0,0
2012/11/03 00:00:00,74.0000,23.4083,"A_HKOWEB",0,0
2012/11/04 00:00:00,74.0000,24.3875,"A_HKOAWS2",0,0
2012/11/04 00:00:00,74.0000,24.3875,"A_HKOWEB",0,0
2012/11/05 00:00:00,74.0000,23.9875,"A_HKOAWS2",0,0
2012/11/05 00:00:00,74.0000,23.9875,"A_HKOWEB",0,0
2012/11/06 00:00:00,74.0000,23.7542,"A_HKOAWS2",0,0
2012/11/06 00:00:00,74.0000,23.7542,"A_HKOWEB",0,0
2012/11/07 00:00:00,74.0000,23.2500,"A_HKOAWS2",0,0
2012/11/07 00:00:00,74.0000,23.2500,"A_HKOWEB",0,0
2012/11/08 00:00:00,74.0000,23.9083,"A_HKOAWS2",0,0
2012/11/08 00:00:00,74.0000,23.9083,"A_HKOWEB",0,0
2012/11/09 00:00:00,74.0000,25.1708,"A_HKOAWS2",0,0
2012/11/09 00:00:00,74.0000,25.1708,"A_HKOWEB",0,0
2012/11/10 00:00:00,74.0000,25.0708,"A_HKOAWS2",0,0
2012/11/10 00:00:00,74.0000,25.0708,"A_HKOWEB",0,0
2012/11/11 00:00:00,74.0000,21.8958,"A_HKOAWS2",0,0
2012/11/11 00:00:00,74.0000,21.8958,"A_HKOWEB",0,0
2012/11/12 00:00:00,74.0000,22.3417,"A_HKOAWS2",0,0
2012/11/12 00:00:00,74.0000,22.3417,"A_HKOWEB",0,0
2012/11/13 00:00:00,74.0000,23.4174,"A_HKOAWS2",0,0
2012/11/13 00:00:00,74.0000,23.4292,"A_HKOWEB",0,0
2012/11/14 00:00:00,74.0000,23.5667,"A_HKOAWS2",0,0
2012/11/14 00:00:00,74.0000,23.5667,"A_HKOWEB",0,0
2012/11/15 00:00:00,74.0000,23.0304,"A_HKOAWS2",0,0
2012/11/15 00:00:00,74.0000,23.0375,"A_HKOWEB",0,0
2012/11/16 00:00:00,74.0000,22.4542,"A_HKOAWS2",0,0
2012/11/16 00:00:00,74.0000,22.4542,"A_HKOWEB",0,0
2012/11/17 00:00:00,74.0000,19.9792,"A_HKOAWS2",0,0
2012/11/17 00:00:00,74.0000,19.9792,"A_HKOWEB",0,0
2012/11/18 00:00:00,74.0000,20.6042,"A_HKOAWS2",0,0
2012/11/18 00:00:00,74.0000,20.6042,"A_HKOWEB",0,0
2012/11/19 00:00:00,74.0000,22.2708,"A_HKOAWS2",0,0
2012/11/19 00:00:00,74.0000,22.2708,"A_HKOWEB",0,0
2012/11/20 00:00:00,74.0000,22.0875,"A_HKOAWS2",0,0
2012/11/20 00:00:00,74.0000,22.0875,"A_HKOWEB",0,0
2012/11/21 00:00:00,74.0000,22.8000,"A_HKOAWS2",0,0
2012/11/21 00:00:00,74.0000,22.8000,"A_HKOWEB",0,0
2012/11/22 00:00:00,74.0000,25.9870,"A_HKOAWS2",0,0
2012/11/22 00:00:00,74.0000,25.9958,"A_HKOWEB",0,0
2012/11/23 00:00:00,74.0000,20.3792,"A_HKOAWS2",0,0
2012/11/23 00:00:00,74.0000,20.3792,"A_HKOWEB",0,0
2012/11/24 00:00:00,74.0000,19.9167,"A_HKOAWS2",0,0
2012/11/24 00:00:00,74.0000,19.9167,"A_HKOWEB",0,0
2012/11/25 00:00:00,74.0000,21.5750,"A_HKOAWS2",0,0
2012/11/25 00:00:00,74.0000,21.5143,"A_HKOWEB",0,0
2012/11/26 00:00:00,74.0000,17.3625,"A_HKOAWS2",0,0
2012/11/26 00:00:00,74.0000,17.3625,"A_HKOWEB",0,0
2012/11/27 00:00:00,74.0000,17.3708,"A_HKOAWS2",0,0
2012/11/27 00:00:00,74.0000,17.3708,"A_HKOWEB",0,0
2012/11/28 00:00:00,74.0000,19.8667,"A_HKOAWS2",0,0
2012/11/28 00:00:00,74.0000,19.8667,"A_HKOWEB",0,0
2012/11/29 00:00:00,74.0000,20.3917,"A_HKOAWS2",0,0
2012/11/29 00:00:00,74.0000,20.3917,"A_HKOWEB",0,0
2012/11/30 00:00:00,74.0000,20.8542,"A_HKOAWS2",0,0
2012/11/30 00:00:00,74.0000,20.8542,"A_HKOWEB",0,0
2012/12/01 00:00:00,74.0000,20.3792,"A_HKOAWS2",0,0
2012/12/01 00:00:00,74.0000,20.3792,"A_HKOWEB",0,0
2012/12/02 00:00:00,74.0000,17.5667,"A_HKOAWS2",0,0
2012/12/02 00:00:00,74.0000,17.5667,"A_HKOWEB",0,0
2012/12/03 00:00:00,74.0000,17.2083,"A_HKOAWS2",0,0
2012/12/03 00:00:00,74.0000,17.2083,"A_HKOWEB",0,0
2012/12/04 00:00:00,74.0000,17.3417,"A_HKOAWS2",0,0
2012/12/04 00:00:00,74.0000,17.3417,"A_HKOWEB",0,0
2012/12/05 00:00:00,74.0000,15.5167,"A_HKOAWS2",0,0
2012/12/05 00:00:00,74.0000,15.5167,"A_HKOWEB",0,0
2012/12/06 00:00:00,74.0000,17.4083,"A_HKOAWS2",0,0
2012/12/06 00:00:00,74.0000,17.4083,"A_HKOWEB",0,0
2012/12/07 00:00:00,74.0000,18.9542,"A_HKOAWS2",0,0
2012/12/07 00:00:00,74.0000,18.9542,"A_HKOWEB",0,0
2012/12/08 00:00:00,74.0000,18.5708,"A_HKOAWS2",0,0
2012/12/08 00:00:00,74.0000,18.5708,"A_HKOWEB",0,0
2012/12/09 00:00:00,74.0000,19.0833,"A_HKOAWS2",0,0
2012/12/09 00:00:00,74.0000,19.0833,"A_HKOWEB",0,0
2012/12/10 00:00:00,74.0000,18.2000,"A_HKOAWS2",0,0
2012/12/10 00:00:00,74.0000,18.1913,"A_HKOWEB",0,0
2012/12/11 00:00:00,74.0000,18.4833,"A_HKOAWS2",0,0
2012/12/11 00:00:00,74.0000,18.4833,"A_HKOWEB",0,0
2012/12/12 00:00:00,74.0000,18.0583,"A_HKOAWS2",0,0
2012/12/12 00:00:00,74.0000,18.0583,"A_HKOWEB",0,0
2012/12/13 00:00:00,74.0000,19.4833,"A_HKOAWS2",0,0
2012/12/13 00:00:00,74.0000,19.4696,"A_HKOWEB",0,0
2012/12/14 00:00:00,74.0000,21.4583,"A_HKOAWS2",0,0
2012/12/14 00:00:00,74.0000,21.4583,"A_HKOWEB",0,0
2012/12/15 00:00:00,74.0000,22.7500,"A_HKOAWS2",0,0
2012/12/15 00:00:00,74.0000,22.7500,"A_HKOWEB",0,0
2012/12/16 00:00:00,74.0000,23.4083,"A_HKOAWS2",0,0
2012/12/16 00:00:00,74.0000,23.4083,"A_HKOWEB",0,0
2012/12/17 00:00:00,74.0000,21.1167,"A_HKOAWS2",0,0
2012/12/17 00:00:00,74.0000,21.1167,"A_HKOWEB",0,0
2012/12/18 00:00:00,74.0000,15.1333,"A_HKOAWS2",0,0
2012/12/18 00:00:00,74.0000,15.1333,"A_HKOWEB",0,0
2012/12/19 00:00:00,74.0000,16.0417,"A_HKOAWS2",0,0
2012/12/19 00:00:00,74.0000,16.0417,"A_HKOWEB",0,0
2012/12/20 00:00:00,74.0000,18.5083,"A_HKOAWS2",0,0
2012/12/20 00:00:00,74.0000,18.5083,"A_HKOWEB",0,0
2012/12/21 00:00:00,74.0000,20.8042,"A_HKOAWS2",0,0
2012/12/21 00:00:00,74.0000,20.8042,"A_HKOWEB",0,0
2012/12/22 00:00:00,74.0000,16.5875,"A_HKOAWS2",0,0
2012/12/22 00:00:00,74.0000,16.5875,"A_HKOWEB",0,0
2012/12/23 00:00:00,74.0000,12.5917,"A_HKOAWS2",0,0
2012/12/23 00:00:00,74.0000,12.5917,"A_HKOWEB",0,0
2012/12/24 00:00:00,74.0000,14.5083,"A_HKOAWS2",0,0
2012/12/24 00:00:00,74.0000,14.4826,"A_HKOWEB",0,0
2012/12/25 00:00:00,74.0000,17.8375,"A_HKOAWS2",0,0
2012/12/25 00:00:00,74.0000,17.8375,"A_HKOWEB",0,0
2012/12/26 00:00:00,74.0000,18.8917,"A_HKOAWS2",0,0
2012/12/26 00:00:00,74.0000,18.8917,"A_HKOWEB",0,0
2012/12/27 00:00:00,74.0000,18.6208,"A_HKOAWS2",0,0
2012/12/27 00:00:00,74.0000,18.6208,"A_HKOWEB",0,0
2012/12/28 00:00:00,74.0000,19.8917,"A_HKOAWS2",0,0
2012/12/28 00:00:00,74.0000,19.8522,"A_HKOWEB",0,0
2012/12/29 00:00:00,74.0000,15.3875,"A_HKOAWS2",0,0
2012/12/29 00:00:00,74.0000,15.3875,"A_HKOWEB",0,0
2012/12/30 00:00:00,74.0000,9.6417,"A_HKOAWS2",0,0
2012/12/30 00:00:00,74.0000,9.6417,"A_HKOWEB",0,0
2012/12/31 00:00:00,74.0000,11.1500,"A_HKOAWS2",0,0
2012/12/31 00:00:00,74.0000,11.1500,"A_HKOWEB",0,0
2013/01/01 00:00:00,74.0000,15.1208,"A_HKOAWS2",0,0
2013/01/01 00:00:00,74.0000,15.1208,"A_HKOWEB",0,0
2013/01/02 00:00:00,74.0000,17.2417,"A_HKOAWS2",0,0
2013/01/02 00:00:00,74.0000,17.2417,"A_HKOWEB",0,0
2013/01/03 00:00:00,74.0000,15.6583,"A_HKOAWS2",0,0
2013/01/03 00:00:00,74.0000,15.6583,"A_HKOWEB",0,0
2013/01/04 00:00:00,74.0000,12.7750,"A_HKOAWS2",0,0
2013/01/04 00:00:00,74.0000,12.8087,"A_HKOWEB",0,0
2013/01/05 00:00:00,74.0000,15.0333,"A_HKOAWS2",0,0
2013/01/05 00:00:00,74.0000,15.0333,"A_HKOWEB",0,0
2013/01/06 00:00:00,74.0000,14.6583,"A_HKOAWS2",0,0
2013/01/06 00:00:00,74.0000,14.6583,"A_HKOWEB",0,0
2013/01/07 00:00:00,74.0000,16.0957,"A_HKOAWS2",0,0
2013/01/07 00:00:00,74.0000,16.0957,"A_HKOWEB",0,0
2013/01/08 00:00:00,74.0000,17.4750,"A_HKOAWS2",0,0
2013/01/08 00:00:00,74.0000,17.4750,"A_HKOWEB",0,0
2013/01/09 00:00:00,74.0000,15.5708,"A_HKOAWS2",0,0
2013/01/09 00:00:00,74.0000,15.5708,"A_HKOWEB",0,0
2013/01/10 00:00:00,74.0000,15.0304,"A_HKOAWS2",0,0
2013/01/10 00:00:00,74.0000,15.0458,"A_HKOWEB",0,0
2013/01/11 00:00:00,74.0000,16.2792,"A_HKOAWS2",0,0
2013/01/11 00:00:00,74.0000,16.2792,"A_HKOWEB",0,0
2013/01/12 00:00:00,74.0000,16.4542,"A_HKOAWS2",0,0
2013/01/12 00:00:00,74.0000,16.4542,"A_HKOWEB",0,0
2013/01/13 00:00:00,74.0000,16.4625,"A_HKOAWS2",0,0
2013/01/13 00:00:00,74.0000,16.4625,"A_HKOWEB",0,0
2013/01/14 00:00:00,74.0000,15.9542,"A_HKOAWS2",0,0
2013/01/14 00:00:00,74.0000,15.9542,"A_HKOWEB",0,0
2013/01/15 00:00:00,74.0000,15.9542,"A_HKOAWS2",0,0
2013/01/15 00:00:00,74.0000,15.9304,"A_HKOWEB",0,0
2013/01/16 00:00:00,74.0000,17.5542,"A_HKOAWS2",0,0
2013/01/16 00:00:00,74.0000,17.5542,"A_HKOWEB",0,0
2013/01/17 00:00:00,74.0000,16.2792,"A_HKOAWS2",0,0
2013/01/17 00:00:00,74.0000,16.2792,"A_HKOWEB",0,0
2013/01/18 00:00:00,74.0000,14.5583,"A_HKOAWS2",0,0
2013/01/18 00:00:00,74.0000,14.5583,"A_HKOWEB",0,0
2013/01/19 00:00:00,74.0000,15.6417,"A_HKOAWS2",0,0
